DBA,BORO,ZIPCODE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE
HUNTER'S STEAK & ALE HOUSE,3,11209,78,2014-02-25 00:00:00,F,06D,32,
PANEORAMA BAKERY,4,11421,8,2014-02-25 00:00:00,F,10F,47,
THE DART INN,4,11432,3,2014-02-25 00:00:00,F,08A,29,
HUNTER'S STEAK & ALE HOUSE,3,11209,78,2014-02-25 00:00:00,F,04M,32,
SAKAGURA,1,10017,49,2014-02-25 00:00:00,P,10F,24,
EL LINA RESTAURANT,1,10034,77,2014-02-25 00:00:00,F,02G,32,
EL LINA RESTAURANT,1,10034,77,2014-02-25 00:00:00,F,10I,32,
EL LINA RESTAURANT,1,10034,77,2014-02-25 00:00:00,F,02B,32,
MAYA,1,10065,55,2014-02-25 00:00:00,F,06F,30,
MAYA,1,10065,55,2014-02-25 00:00:00,F,10J,30,
EL LINA RESTAURANT,1,10034,77,2014-02-25 00:00:00,F,06F,32,
EL LINA RESTAURANT,1,10034,77,2014-02-25 00:00:00,F,09C,32,
EL LINA RESTAURANT,1,10034,77,2014-02-25 00:00:00,F,10F,32,
PELHAM BAY DINER,2,10469,3,2014-02-25 00:00:00,P,04K,19,
PELHAM BAY DINER,2,10469,3,2014-02-25 00:00:00,P,08A,19,
PANEORAMA BAKERY,4,11421,8,2014-02-25 00:00:00,F,04L,47,
PANEORAMA BAKERY,4,11421,8,2014-02-25 00:00:00,F,04K,47,
PANEORAMA BAKERY,4,11421,8,2014-02-25 00:00:00,F,06D,47,
SAKAGURA,1,10017,49,2014-02-25 00:00:00,P,06E,24,
SAKAGURA,1,10017,49,2014-02-25 00:00:00,P,08A,24,
PELHAM BAY DINER,2,10469,3,2014-02-25 00:00:00,P,10B,19,
EL ANZUELO FINO RESTAURANT,4,11421,53,2014-02-25 00:00:00,P,08A,23,
SAKAGURA,1,10017,49,2014-02-25 00:00:00,P,02B,24,
SAKAGURA,1,10017,49,2014-02-25 00:00:00,P,04M,24,
PANEORAMA BAKERY,4,11421,8,2014-02-25 00:00:00,F,04H,47,
PANEORAMA BAKERY,4,11421,8,2014-02-25 00:00:00,F,04N,47,
PANEORAMA BAKERY,4,11421,8,2014-02-25 00:00:00,F,08A,47,
DELMONICOS,1,10004,48,2014-02-25 00:00:00,P,08A,23,
MAYA,1,10065,55,2014-02-25 00:00:00,F,08A,30,
FAMOUS FAMIGLIA PIZZA,1,10025,62,2014-02-25 00:00:00,F,02B,30,
FAMOUS FAMIGLIA PIZZA,1,10025,62,2014-02-25 00:00:00,F,10F,30,
GIGI'S PIZZERIA,4,11357,62,2014-02-25 00:00:00,F,16B,,
MAYA,1,10065,55,2014-02-25 00:00:00,F,04M,30,
THE STAIRS BAR AND LOUNGE,1,10009,48,2014-02-25 00:00:00,B,,,
MAYA,1,10065,55,2014-02-25 00:00:00,F,09C,30,
MAYA,1,10065,55,2014-02-25 00:00:00,F,09A,30,
EL ANZUELO FINO RESTAURANT,4,11421,53,2014-02-25 00:00:00,P,02G,23,
FAMOUS FAMIGLIA PIZZA,1,10025,62,2014-02-25 00:00:00,F,04J,30,
FAMOUS FAMIGLIA PIZZA,1,10025,62,2014-02-25 00:00:00,F,02G,30,
ROCATONE SEAFOOD RESTAURANT,1,10467,17,2014-02-25 00:00:00,F,04L,29,
ROCATONE SEAFOOD RESTAURANT,1,10467,17,2014-02-25 00:00:00,F,06A,29,
ROCATONE SEAFOOD RESTAURANT,1,10467,17,2014-02-25 00:00:00,F,10E,29,
EL ANZUELO FINO RESTAURANT,4,11421,53,2014-02-25 00:00:00,P,06A,23,
EL ANZUELO FINO RESTAURANT,4,11421,53,2014-02-25 00:00:00,F,16A,,
EL ANZUELO FINO RESTAURANT,4,11421,53,2014-02-25 00:00:00,P,04L,23,
DELMONICOS,1,10004,48,2014-02-25 00:00:00,P,06C,23,
ATLAS CAFE,1,10003,54,2014-02-25 00:00:00,G,04J,36,
DELMONICOS,1,10004,48,2014-02-25 00:00:00,P,02G,23,
DELMONICOS,1,10004,48,2014-02-25 00:00:00,P,10H,23,
PAMPANO,1,10017,55,2014-02-25 00:00:00,F,02G,33,
PAMPANO,1,10017,55,2014-02-25 00:00:00,F,02B,33,
PAMPANO,1,10017,55,2014-02-25 00:00:00,F,04N,33,
PAMPANO,1,10017,55,2014-02-25 00:00:00,F,08A,33,
ATLAS CAFE,1,10003,54,2014-02-25 00:00:00,G,10F,36,
ATLAS CAFE,1,10003,54,2014-02-25 00:00:00,G,02G,36,
DOMINO'S PIZZA,4,11385,62,2014-02-25 00:00:00,P,08A,16,
ROCATONE SEAFOOD RESTAURANT,1,10467,17,2014-02-25 00:00:00,F,16B,,
VIET CAFE,1,10013,28,2014-02-25 00:00:00,F,04L,34,
ROCATONE SEAFOOD RESTAURANT,1,10467,17,2014-02-25 00:00:00,F,08C,29,
ROCATONE SEAFOOD RESTAURANT,1,10467,17,2014-02-25 00:00:00,F,02B,29,
ROCATONE SEAFOOD RESTAURANT,1,10467,17,2014-02-25 00:00:00,F,10A,29,
CHIPOTLE MEXICAN GRILL,1,10022,55,2014-02-25 00:00:00,F,02B,37,
CHIPOTLE MEXICAN GRILL,1,10022,55,2014-02-25 00:00:00,F,02F,37,
PAMPANO,1,10017,55,2014-02-25 00:00:00,F,10F,33,
DUNKIN' DONUTS,5,10303,29,2014-02-25 00:00:00,F,06E,29,
VIET CAFE,1,10013,28,2014-02-25 00:00:00,F,06A,34,
PAMPANO,1,10017,55,2014-02-25 00:00:00,F,06D,33,
PAMPANO,1,10017,55,2014-02-25 00:00:00,F,04L,33,
PAPA JOHN'S,4,11419,62,2014-02-25 00:00:00,F,04N,43,
PAPA JOHN'S,4,11419,62,2014-02-25 00:00:00,F,08A,43,
CHIPOTLE MEXICAN GRILL,1,10022,55,2014-02-25 00:00:00,F,04I,37,
CHIPOTLE MEXICAN GRILL,1,10022,55,2014-02-25 00:00:00,F,06C,37,
ROYAL INDIA PALACE AND RESTAURANT,4,11419,44,2014-02-25 00:00:00,P,09C,21,
EL VIEJO YAYO RESTAURANT,4,11416,53,2014-02-25 00:00:00,P,06B,24,
EL VIEJO YAYO RESTAURANT,4,11416,53,2014-02-25 00:00:00,P,09A,24,
CHIPOTLE MEXICAN GRILL,1,10022,55,2014-02-25 00:00:00,F,06D,37,
EL VIEJO YAYO RESTAURANT,4,11416,53,2014-02-25 00:00:00,P,06F,24,
POCHA 32,1,10001,52,2014-02-25 00:00:00,P,02G,25,
POCHA 32,1,10001,52,2014-02-25 00:00:00,P,06D,25,
"CINEMA 1, 2, & 3",1,10022,3,2014-02-25 00:00:00,F,04L,40,
"CINEMA 1, 2, & 3",1,10022,3,2014-02-25 00:00:00,F,10F,40,
DOMINO'S PIZZA,3,11203,62,2014-02-25 00:00:00,F,04L,39,
DOMINO'S PIZZA,4,11385,62,2014-02-25 00:00:00,P,04N,16,
DOMINO'S PIZZA,4,11385,62,2014-02-25 00:00:00,P,06C,16,
LUCKY THAILAND KITCHEN,4,11421,82,2014-02-25 00:00:00,P,04L,19,
"CINEMA 1, 2, & 3",1,10022,3,2014-02-25 00:00:00,F,06D,40,
LUCKY THAILAND KITCHEN,4,11421,82,2014-02-25 00:00:00,P,06C,19,
ALL STAR PIZZA,5,10308,62,2014-02-25 00:00:00,F,02B,39,
ALL STAR PIZZA,5,10308,62,2014-02-25 00:00:00,F,10B,39,
"CINEMA 1, 2, & 3",1,10022,3,2014-02-25 00:00:00,F,08A,40,
DUNKIN' DONUTS,5,10303,29,2014-02-25 00:00:00,F,04A,29,
BRINKLEY'S,1,10013,3,2014-02-25 00:00:00,P,06C,19,
DUNKIN' DONUTS,5,10303,29,2014-02-25 00:00:00,F,06C,29,
DUNKIN' DONUTS,5,10303,29,2014-02-25 00:00:00,F,09C,29,
VIET CAFE,1,10013,28,2014-02-25 00:00:00,F,02G,34,
COCOA GRINDER,3,11209,14,2014-02-25 00:00:00,P,05D,22,
VIET CAFE,1,10013,28,2014-02-25 00:00:00,F,08A,34,
VIET CAFE,1,10013,28,2014-02-25 00:00:00,F,10F,34,
VIET CAFE,1,10013,28,2014-02-25 00:00:00,F,02A,34,
VIET CAFE,1,10013,28,2014-02-25 00:00:00,F,04M,34,
POCHA 32,1,10001,52,2014-02-25 00:00:00,P,06F,25,
BILLIE'S BLACK BAR LOUNGE AND RESTAURANT,1,10026,3,2014-02-25 00:00:00,P,02B,17,
COLD STONE CREAMERY,4,11385,43,2014-02-25 00:00:00,P,04A,26,
RIVERDALE CITY GRILL,2,10463,3,2014-02-25 00:00:00,P,10F,23,
RIVERDALE CITY GRILL,2,10463,3,2014-02-25 00:00:00,P,06D,23,
RIVERDALE CITY GRILL,2,10463,3,2014-02-25 00:00:00,P,10D,23,
BRINKLEY'S,1,10013,3,2014-02-25 00:00:00,P,02G,19,
BRINKLEY'S,1,10013,3,2014-02-25 00:00:00,P,06D,19,
KAIETEUR RESTAURANT,4,11418,17,2014-02-25 00:00:00,P,06C,24,
KAIETEUR RESTAURANT,4,11418,17,2014-02-25 00:00:00,P,10B,24,
PAPA JOHN'S,4,11419,62,2014-02-25 00:00:00,F,04A,43,
PAPA JOHN'S,4,11419,62,2014-02-25 00:00:00,F,04L,43,
ROYAL INDIA PALACE AND RESTAURANT,4,11419,44,2014-02-25 00:00:00,P,02B,21,
CAFE CORTADITO,1,10009,53,2014-02-25 00:00:00,P,10F,19,
COLD STONE CREAMERY,4,11385,43,2014-02-25 00:00:00,P,06A,26,
COLD STONE CREAMERY,4,11385,43,2014-02-25 00:00:00,P,09C,26,
L'ANGOLO PIZZA & PASTA,4,11418,63,2014-02-25 00:00:00,P,08A,16,
KAIETEUR RESTAURANT,4,11418,17,2014-02-25 00:00:00,P,06D,24,
KAIETEUR RESTAURANT,4,11418,17,2014-02-25 00:00:00,P,04L,24,
DOMINO'S PIZZA,3,11203,62,2014-02-25 00:00:00,F,02G,39,
DOMINO'S PIZZA,3,11203,62,2014-02-25 00:00:00,F,08A,39,
LUCKY THAILAND KITCHEN,4,11421,82,2014-02-25 00:00:00,P,06E,19,
LUCKY THAILAND KITCHEN,4,11421,82,2014-02-25 00:00:00,P,08A,19,
CHICKEN FESTIVAL,1,10028,18,2014-02-25 00:00:00,P,02B,22,
POCHA 32,1,10001,52,2014-02-25 00:00:00,P,06C,25,
ALL STAR PIZZA,5,10308,62,2014-02-25 00:00:00,F,05D,39,
MEDINA FRIED CHICKEN & INDIAN CUISINE,4,11416,3,2014-02-25 00:00:00,F,10F,30,
ALL STAR PIZZA,5,10308,62,2014-02-25 00:00:00,F,02G,39,
ALL STAR PIZZA,5,10308,62,2014-02-25 00:00:00,F,06B,39,
BRINKLEY'S,1,10013,3,2014-02-25 00:00:00,P,10F,19,
COCOA GRINDER,3,11209,14,2014-02-25 00:00:00,P,10B,22,
CHIPOTLE MEXICAN GRILL,1,10036,55,2014-02-25 00:00:00,P,02G,18,
CHIPOTLE MEXICAN GRILL,1,10036,55,2014-02-25 00:00:00,P,06E,18,
CHIPOTLE MEXICAN GRILL,1,10036,55,2014-02-25 00:00:00,P,10H,18,
COCOA GRINDER,3,11209,14,2014-02-25 00:00:00,P,08A,22,
COLD STONE CREAMERY,4,11385,43,2014-02-25 00:00:00,F,16C,,
COLD STONE CREAMERY,4,11385,43,2014-02-25 00:00:00,P,04C,26,
HAPPY FAMILY,1,10036,20,2014-02-25 00:00:00,P,06D,18,
HAPPY FAMILY,1,10036,20,2014-02-25 00:00:00,P,09A,18,
CARIBE STAR,4,11385,53,2014-02-25 00:00:00,P,09C,26,
KAIETEUR RESTAURANT,4,11418,17,2014-02-25 00:00:00,P,08A,24,
KAIETEUR RESTAURANT,4,11418,17,2014-02-25 00:00:00,P,04N,24,
CAFE CORTADITO,1,10009,53,2014-02-25 00:00:00,P,02G,19,
ELLA,1,10009,3,2014-02-25 00:00:00,P,08A,24,
CAFE CORTADITO,1,10009,53,2014-02-25 00:00:00,P,04L,19,
CARIBE STAR,4,11385,53,2014-02-25 00:00:00,P,02B,26,
CARIBE STAR,4,11385,53,2014-02-25 00:00:00,P,04L,26,
CARIBE STAR,4,11385,53,2014-02-25 00:00:00,P,08A,26,
ELLA,1,10009,3,2014-02-25 00:00:00,P,10F,24,
CHICKEN FESTIVAL,1,10028,18,2014-02-25 00:00:00,P,06F,22,
SHAWARMA AVE RESTAURANT,3,11223,50,2014-02-25 00:00:00,G,09C,47,
CHICKEN FESTIVAL,1,10028,18,2014-02-25 00:00:00,P,04A,22,
QUEENS BUFFET,4,11416,20,2014-02-25 00:00:00,F,08A,29,
ELLA,1,10009,3,2014-02-25 00:00:00,P,06D,24,
SHAWARMA AVE RESTAURANT,3,11223,50,2014-02-25 00:00:00,G,04L,47,
PALOMBO BAKERY,1,10463,3,2014-02-25 00:00:00,F,16B,,
QUE SABROSURA,2,10453,53,2014-02-25 00:00:00,P,08A,17,
MEDINA FRIED CHICKEN & INDIAN CUISINE,4,11416,3,2014-02-25 00:00:00,F,02G,30,
MEDINA FRIED CHICKEN & INDIAN CUISINE,4,11416,3,2014-02-25 00:00:00,F,06D,30,
MEDINA FRIED CHICKEN & INDIAN CUISINE,4,11416,3,2014-02-25 00:00:00,F,08A,30,
MEDINA FRIED CHICKEN & INDIAN CUISINE,4,11416,3,2014-02-25 00:00:00,F,06C,30,
HAPPY FAMILY,1,10036,20,2014-02-25 00:00:00,P,02G,18,
HAPPY FAMILY,1,10036,20,2014-02-25 00:00:00,P,10G,18,
CHIPOTLE MEXICAN GRILL,1,10036,55,2014-02-25 00:00:00,P,10D,18,
CHIPOTLE MEXICAN GRILL,1,10036,55,2014-02-25 00:00:00,P,10B,18,
DEVI,1,10003,44,2014-02-25 00:00:00,F,10B,31,
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,5,10301,17,2014-02-25 00:00:00,P,04L,23,
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,5,10301,17,2014-02-25 00:00:00,P,09C,23,
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,5,10301,17,2014-02-25 00:00:00,P,10F,23,
RAE'S CAFE,4,11432,3,2014-02-25 00:00:00,P,10F,19,
HANABI JAPANESE RESTAURANT,1,10021,49,2014-02-25 00:00:00,P,10F,16,
HECHO EN DUMBO,1,10012,55,2014-02-25 00:00:00,D,15L,,
CORCHO WINE ROOM,1,10034,12,2014-02-25 00:00:00,F,09C,32,
CARIBE STAR,4,11385,53,2014-02-25 00:00:00,P,10F,26,
CORCHO WINE ROOM,1,10034,12,2014-02-25 00:00:00,F,04L,32,
HANABI JAPANESE RESTAURANT,1,10021,49,2014-02-25 00:00:00,P,06D,16,
HANABI JAPANESE RESTAURANT,1,10021,49,2014-02-25 00:00:00,P,06E,16,
ELLA,1,10009,3,2014-02-25 00:00:00,P,04K,24,
ELIM DELI CAFE,1,10065,27,2014-02-25 00:00:00,P,09C,21,
ELIM DELI CAFE,1,10065,27,2014-02-25 00:00:00,P,10F,21,
QUEENS BUFFET,4,11416,20,2014-02-25 00:00:00,F,02B,29,
QUEENS BUFFET,4,11416,20,2014-02-25 00:00:00,F,04L,29,
SHAWARMA AVE RESTAURANT,3,11223,50,2014-02-25 00:00:00,G,09B,47,
SHAWARMA AVE RESTAURANT,3,11223,50,2014-02-25 00:00:00,G,08A,47,
SHAWARMA AVE RESTAURANT,3,11223,50,2014-02-25 00:00:00,G,04H,47,
ST. ALBANS PIZZERIA,4,11412,62,2014-02-25 00:00:00,P,04L,23,
QUE SABROSURA,2,10453,53,2014-02-25 00:00:00,P,06F,17,
QUE SABROSURA,2,10453,53,2014-02-25 00:00:00,P,10F,17,
QUE SABROSURA,2,10453,53,2014-02-25 00:00:00,P,04L,17,
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,5,10301,17,2014-02-25 00:00:00,P,02B,23,
DEVI,1,10003,44,2014-02-25 00:00:00,F,06D,31,
DEVI,1,10003,44,2014-02-25 00:00:00,F,04J,31,
DEVI,1,10003,44,2014-02-25 00:00:00,F,09C,31,
DEVI,1,10003,44,2014-02-25 00:00:00,F,10F,31,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,F,06F,30,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,F,08A,30,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,F,10J,30,
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,5,10301,17,2014-02-25 00:00:00,P,08A,23,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,D,15L,,
HECHO EN DUMBO,1,10012,55,2014-02-25 00:00:00,P,06E,25,
RAE'S CAFE,4,11432,3,2014-02-25 00:00:00,P,08A,19,
HECHO EN DUMBO,1,10012,55,2014-02-25 00:00:00,P,02G,25,
HECHO EN DUMBO,1,10012,55,2014-02-25 00:00:00,P,10H,25,
HECHO EN DUMBO,1,10012,55,2014-02-25 00:00:00,P,10B,25,
TAKSIM,1,10022,83,2014-02-25 00:00:00,P,02G,27,
TAKSIM,1,10022,83,2014-02-25 00:00:00,P,06D,27,
HANABI JAPANESE RESTAURANT,1,10021,49,2014-02-25 00:00:00,P,08C,16,
RAE'S CAFE,4,11432,3,2014-02-25 00:00:00,P,04L,19,
CORCHO WINE ROOM,1,10034,12,2014-02-25 00:00:00,F,04A,32,
CORCHO WINE ROOM,1,10034,12,2014-02-25 00:00:00,F,06D,32,
CORCHO WINE ROOM,1,10034,12,2014-02-25 00:00:00,F,10B,32,
MR. TASTE CATERER,3,11203,17,2014-02-25 00:00:00,P,04L,27,
HONKY TONK TAVERN,1,10065,3,2014-02-25 00:00:00,P,06C,22,
CORCHO WINE ROOM,1,10034,12,2014-02-25 00:00:00,F,10F,32,
SARANGBANG TWO,4,11355,52,2014-02-25 00:00:00,P,10F,23,
ROCKET JOES PIZZA,1,10002,62,2014-02-25 00:00:00,G,04M,61,
ROCKET JOES PIZZA,1,10002,62,2014-02-25 00:00:00,G,10E,61,
ELIM DELI CAFE,1,10065,27,2014-02-25 00:00:00,P,02G,21,
ROCKET JOES PIZZA,1,10002,62,2014-02-25 00:00:00,G,05F,61,
SARANGBANG TWO,4,11355,52,2014-02-25 00:00:00,P,02G,23,
SARANGBANG TWO,4,11355,52,2014-02-25 00:00:00,P,06C,23,
ELIM DELI CAFE,1,10065,27,2014-02-25 00:00:00,P,02C,21,
ROCKET JOES PIZZA,1,10002,62,2014-02-25 00:00:00,G,02G,61,
SARO,1,10002,30,2014-02-25 00:00:00,F,16B,,
SARO,1,10002,30,2014-02-25 00:00:00,P,02G,17,
SARO,1,10002,30,2014-02-25 00:00:00,P,05D,17,
ST. ALBANS PIZZERIA,4,11412,62,2014-02-25 00:00:00,P,02G,23,
CROWN FRIED CHICKEN AND PIZZA,3,11213,18,2014-02-25 00:00:00,P,04A,27,
COOLER RUNNINGS JAMAICAN RESTAURANT,2,10466,17,2014-02-25 00:00:00,P,02B,25,
COOLER RUNNINGS JAMAICAN RESTAURANT,2,10466,17,2014-02-25 00:00:00,P,10B,25,
ST. ALBANS PIZZERIA,4,11412,62,2014-02-25 00:00:00,P,06F,23,
ST. ALBANS PIZZERIA,4,11412,62,2014-02-25 00:00:00,P,08A,23,
SPICE SYMPHONY,1,10016,44,2014-02-25 00:00:00,F,06E,29,
SPICE SYMPHONY,1,10016,44,2014-02-25 00:00:00,F,06F,29,
PEARL GATE FROZEN YOGURT,3,11215,51,2014-02-25 00:00:00,F,06C,33,
CAFE RIMON,3,11213,50,2014-02-25 00:00:00,P,08A,15,
EDISON PLACE,4,11385,3,2014-02-25 00:00:00,P,06D,15,
EDISON PLACE,4,11385,3,2014-02-25 00:00:00,P,02G,15,
SPICE SYMPHONY,1,10016,44,2014-02-25 00:00:00,F,10F,29,
CIBO EXPRESS,4,11369,70,2014-02-25 00:00:00,F,04L,34,
THE KOUNTRY STYLE,4,11412,17,2014-02-25 00:00:00,F,08A,37,
CHICKEN FESTIVAL,4,11358,18,2014-02-25 00:00:00,P,06D,19,
CHICKEN FESTIVAL,4,11358,18,2014-02-25 00:00:00,P,06E,19,
TWO-BITS RETRO ARCADE,1,10002,3,2014-02-25 00:00:00,D,15L,,
OAXAQUITA LA BELLA RESTAURANT & BAKERY,4,11421,55,2014-02-25 00:00:00,P,06C,17,
GANGNAM STYLE,4,11354,52,2014-02-25 00:00:00,P,06D,19,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,F,02B,30,
NORDOMI COFFEE SHOP,4,11416,77,2014-02-25 00:00:00,F,02G,32,
THE KOUNTRY STYLE,4,11412,17,2014-02-25 00:00:00,F,08C,37,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,F,09C,30,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,F,04L,30,
LA NUEVA JUQUILA RESTAURANT,1,10032,55,2014-02-25 00:00:00,F,16B,,
POPEYES,4,11412,18,2014-02-25 00:00:00,P,08A,21,
CROWN FRIED CHICKEN & PIZZA,4,11385,3,2014-02-25 00:00:00,P,04A,21,
PD GROCERY & DELI,4,11412,77,2014-02-25 00:00:00,P,04L,23,
GANGNAM STYLE,4,11354,52,2014-02-25 00:00:00,P,04H,19,
GANGNAM STYLE,4,11354,52,2014-02-25 00:00:00,P,08B,19,
KING WOK,4,11358,20,2014-02-25 00:00:00,P,02G,18,
KING WOK,4,11358,20,2014-02-25 00:00:00,P,09B,18,
NORDOMI COFFEE SHOP,4,11416,77,2014-02-25 00:00:00,F,04L,32,
CRUST,4,11371,63,2014-02-25 00:00:00,P,02G,23,
CRUST,4,11371,63,2014-02-25 00:00:00,P,06D,23,
AVENUE P APPETIZER,3,11223,50,2014-02-25 00:00:00,U,02G,15,
TANXIA WANG FUZHOU CUISINE,1,10002,20,2014-02-25 00:00:00,F,06D,28,
TANXIA WANG FUZHOU CUISINE,1,10002,20,2014-02-25 00:00:00,F,06E,28,
TANXIA WANG FUZHOU CUISINE,1,10002,20,2014-02-25 00:00:00,F,08A,28,
CARIBBEAN BLENDS RESTAURANT,2,10469,17,2014-02-25 00:00:00,P,08A,23,
TEILING,4,11355,20,2014-02-25 00:00:00,D,10F,8,
POPEYES,4,11412,18,2014-02-25 00:00:00,P,08C,21,
KENNEDY FRIED CHICKEN,3,11206,3,2014-02-25 00:00:00,E,10A,33,
KING WOK,4,11358,20,2014-02-25 00:00:00,P,10F,18,
TANXIA WANG FUZHOU CUISINE,1,10002,20,2014-02-25 00:00:00,F,06C,28,
AVENUE P APPETIZER,3,11223,50,2014-02-25 00:00:00,U,10F,15,
TANXIA WANG FUZHOU CUISINE,1,10002,20,2014-02-25 00:00:00,F,10A,28,
CARIBBEAN BLENDS RESTAURANT,2,10469,17,2014-02-25 00:00:00,P,02B,23,
CARIBBEAN BLENDS RESTAURANT,2,10469,17,2014-02-25 00:00:00,P,10A,23,
CARIBBEAN BLENDS RESTAURANT,2,10469,17,2014-02-25 00:00:00,P,10B,23,
TAKSIM,1,10022,83,2014-02-25 00:00:00,P,10B,27,
MR. TASTE CATERER,3,11203,17,2014-02-25 00:00:00,P,02G,27,
MR. TASTE CATERER,3,11203,17,2014-02-25 00:00:00,P,10H,27,
MR. TASTE CATERER,3,11203,17,2014-02-25 00:00:00,P,08A,27,
MR. TASTE CATERER,3,11203,17,2014-02-25 00:00:00,P,10D,27,
HONKY TONK TAVERN,1,10065,3,2014-02-25 00:00:00,P,05D,22,
HONKY TONK TAVERN,1,10065,3,2014-02-25 00:00:00,P,10F,22,
SARANGBANG TWO,4,11355,52,2014-02-25 00:00:00,P,06E,23,
SARANGBANG TWO,4,11355,52,2014-02-25 00:00:00,P,10J,23,
ROCKET JOES PIZZA,1,10002,62,2014-02-25 00:00:00,G,08A,61,
ROCKET JOES PIZZA,1,10002,62,2014-02-25 00:00:00,G,02B,61,
ROCKET JOES PIZZA,1,10002,62,2014-02-25 00:00:00,G,05D,61,
COOLER RUNNINGS JAMAICAN RESTAURANT,2,10466,17,2014-02-25 00:00:00,P,04A,25,
SORRENTO'S RESTAURANT & PIZZA,2,10463,48,2014-02-25 00:00:00,F,06B,43,
CROWN FRIED CHICKEN AND PIZZA,3,11213,18,2014-02-25 00:00:00,F,16B,,
CROWN FRIED CHICKEN AND PIZZA,3,11213,18,2014-02-25 00:00:00,P,02B,27,
SORRENTO'S RESTAURANT & PIZZA,2,10463,48,2014-02-25 00:00:00,F,04N,43,
SORRENTO'S RESTAURANT & PIZZA,2,10463,48,2014-02-25 00:00:00,F,08A,43,
SORRENTO'S RESTAURANT & PIZZA,2,10463,48,2014-02-25 00:00:00,F,10F,43,
SORRENTO'S RESTAURANT & PIZZA,2,10463,48,2014-02-25 00:00:00,F,04M,43,
CROWN FRIED CHICKEN AND PIZZA,3,11213,18,2014-02-25 00:00:00,P,04J,27,
CAFE RIMON,3,11213,50,2014-02-25 00:00:00,F,16B,,
CAFE RIMON,3,11213,50,2014-02-25 00:00:00,P,02D,15,
SPICE SYMPHONY,1,10016,44,2014-02-25 00:00:00,F,06C,29,
PEARL GATE FROZEN YOGURT,3,11215,51,2014-02-25 00:00:00,F,05D,33,
CAFE RIMON,3,11213,50,2014-02-25 00:00:00,P,04L,15,
CIBO EXPRESS,4,11369,70,2014-02-25 00:00:00,F,08A,34,
KAJITSU,1,10016,49,2014-02-25 00:00:00,P,08A,17,
THE KOUNTRY STYLE,4,11412,17,2014-02-25 00:00:00,F,02G,37,
THE KOUNTRY STYLE,4,11412,17,2014-02-25 00:00:00,F,04A,37,
NORDOMI COFFEE SHOP,4,11416,77,2014-02-25 00:00:00,F,10F,32,
KAJITSU,1,10016,49,2014-02-25 00:00:00,P,06D,17,
THE KOUNTRY STYLE,4,11412,17,2014-02-25 00:00:00,F,04L,37,
THE KOUNTRY STYLE,4,11412,17,2014-02-25 00:00:00,F,06E,37,
ROYAL SIAM THAI & SUSHI,1,10011,82,2014-02-25 00:00:00,P,02G,15,
ROYAL SIAM THAI & SUSHI,1,10011,82,2014-02-25 00:00:00,P,06A,15,
PITAYA,1,10025,49,2014-02-25 00:00:00,W,04L,12,
CHICKEN FESTIVAL,4,11358,18,2014-02-25 00:00:00,P,02B,19,
CHICKEN FESTIVAL,4,11358,18,2014-02-25 00:00:00,P,10A,19,
OAXAQUITA LA BELLA RESTAURANT & BAKERY,4,11421,55,2014-02-25 00:00:00,P,08A,17,
GANGNAM STYLE,4,11354,52,2014-02-25 00:00:00,P,10F,19,
POPEYES,4,11412,18,2014-02-25 00:00:00,P,04N,21,
NORDOMI COFFEE SHOP,4,11416,77,2014-02-25 00:00:00,F,02B,32,
NORDOMI COFFEE SHOP,4,11416,77,2014-02-25 00:00:00,F,06F,32,
NORDOMI COFFEE SHOP,4,11416,77,2014-02-25 00:00:00,F,08A,32,
JIN GUAN RESTAURANT,4,11385,20,2014-02-25 00:00:00,G,04L,36,
COLD KITCHEN,4,11371,99,2014-02-25 00:00:00,F,04L,36,
COLD KITCHEN,4,11371,99,2014-02-25 00:00:00,F,10F,36,
CROWN FRIED CHICKEN & PIZZA,4,11385,3,2014-02-25 00:00:00,P,10D,21,
PD GROCERY & DELI,4,11412,77,2014-02-25 00:00:00,P,02G,23,
PD GROCERY & DELI,4,11412,77,2014-02-25 00:00:00,P,08A,23,
PD GROCERY & DELI,4,11412,77,2014-02-25 00:00:00,P,09C,23,
CROWN FRIED CHICKEN & PIZZA,4,11385,3,2014-02-25 00:00:00,P,06C,21,
CROWN FRIED CHICKEN & PIZZA,4,11385,3,2014-02-25 00:00:00,P,10F,21,
KENNEDY FRIED CHICKEN,3,11206,3,2014-02-25 00:00:00,E,05D,33,
